,Species - Latin Name,Common Name,Address,Comments,Planting Season,Planting Year,Tree Care-taker,Nursery,Replacement tree,City,,,
3294,nyssa sylvatica,Blackgum,West Side Park,,Fall,2019,Essex County Parks Department,Plant Detectives,,Newark,,,
3295,liriodendron tulipifera,Tuliptree,West Side Park,,Fall,2019,Essex County Parks Department,Plant Detectives,,Newark,,,
3296,liriodendron tulipifera,Tuliptree,West Side Park,,Fall,2019,Essex County Parks Department,Plant Detectives,,Newark,,,
3297,liriodendron tulipifera,Tuliptree,West Side Park,,Fall,2019,Essex County Parks Department,Plant Detectives,,Newark,,,
3298,liriodendron tulipifera,Tuliptree,West Side Park,,Fall,2019,Essex County Parks Department,Plant Detectives,,Newark,,,
3299,tilia americana 'redmond',American Linden,West Side Park,,Fall,2019,Essex County Parks Department,Plant Detectives,,Newark,,,
3300,tilia americana 'redmond',American Linden,West Side Park,,Fall,2019,Essex County Parks Department,Plant Detectives,,Newark,,,
3301,tilia americana 'redmond',American Linden,West Side Park,,Fall,2019,Essex County Parks Department,Plant Detectives,,Newark,,,
3302,tilia americana 'redmond',American Linden,West Side Park,,Fall,2019,Essex County Parks Department,Plant Detectives,,Newark,,,
3303,cercis canadensis,Eastern Redbud,208 Broadway,,Fall,2019,Mt. Zion Baptist Church,Plant Detectives,,Newark,,,
3304,cercis canadensis,Eastern Redbud,208 Broadway,,Fall,2019,Mt. Zion Baptist Church,Plant Detectives,,Newark,,,
3305,cercis canadensis,Eastern Redbud,208 Broadway,,Fall,2019,Mt. Zion Baptist Church,Plant Detectives,,Newark,,,
3306,cercis canadensis,Eastern Redbud,208 Broadway,,Fall,2019,Mt. Zion Baptist Church,Plant Detectives,,Newark,,,
3307,cercis canadensis,Eastern Redbud,208 Broadway,,Fall,2019,Mt. Zion Baptist Church,Plant Detectives,,Newark,,,
3308,cercis canadensis,Eastern Redbud,208 Broadway,,Fall,2019,Mt. Zion Baptist Church,Plant Detectives,,Newark,,,
3309,cercis canadensis,Eastern Redbud,208 Broadway,,Fall,2019,Mt. Zion Baptist Church,Plant Detectives,,Newark,,,
3310,cercis canadensis,Eastern Redbud,208 Broadway,,Fall,2019,Mt. Zion Baptist Church,Plant Detectives,,Newark,,,
3311,cercis canadensis,Eastern Redbud,208 Broadway,,Fall,2019,Mt. Zion Baptist Church,Plant Detectives,,Newark,,,
3312,cercis canadensis,Eastern Redbud,208 Broadway,,Fall,2019,Mt. Zion Baptist Church,Plant Detectives,,Newark,,,
3313,tilia americana 'american sentry',Littleleaf Linden,400 Monmouth st,,Fall,2019,First Baptist Church,Plant Detectives,,Gloucester City,,,
3314,tilia americana 'american sentry',Littleleaf Linden,400 Monmouth st,,Fall,2019,First Baptist Church,Plant Detectives,,Gloucester City,,,
3315,tilia americana 'american sentry',Littleleaf Linden,400 Monmouth st,,Fall,2019,First Baptist Church,Plant Detectives,,Gloucester City,,,
3316,prunus akebono,Yoshino Cherry,336 Monmouth st,,Fall,2019,Apartment Maintenance,Plant Detectives,,Gloucester City,,,
3317,prunus akebono,Yoshino Cherry,336 Monmouth st,,Fall,2019,Apartment Maintenance,Plant Detectives,,Gloucester City,,,
3318,prunus akebono,Yoshino Cherry,336 Monmouth st,,Fall,2019,Apartment Maintenance,Plant Detectives,,Gloucester City,,,
3319,prunus akebono,Yoshino Cherry,336 Monmouth st,,Fall,2019,Apartment Maintenance,Plant Detectives,,Gloucester City,,,
3320,prunus akebono,Yoshino Cherry,336 Monmouth st,,Fall,2019,Apartment Maintenance,Plant Detectives,,Gloucester City,,,
3321,lagerstroemia natchez,Crape Myrtle,336 Monmouth st,,Fall,2019,Apartment Maintenance,Plant Detectives,,Gloucester City,,,
3322,lagerstroemia natchez,Crape Myrtle,336 Monmouth st,,Fall,2019,Apartment Maintenance,Plant Detectives,,Gloucester City,,,
3323,lagerstroemia muskogee,Crape Myrtle,823 Degraw ave,,Fall,2019,Resident,Plant Detectives,,Newark,,,
3324,lagerstroemia muskogee,Crape Myrtle,837 Degraw ave,,Fall,2019,Resident,Plant Detectives,,Newark,,,
3325,lagerstroemia muskogee,Crape Myrtle,837 Degraw ave,,Fall,2019,Resident,Plant Detectives,,Newark,,,
3326,lagerstroemia muskogee,Crape Myrtle,265 Grafton ave,,Fall,2019,Resident,Plant Detectives,,Newark,,,
3327,lagerstroemia muskogee,Crape Myrtle,265 Grafton ave,,Fall,2019,Resident,Plant Detectives,,Newark,,,
3328,prunus subhirtella 'okame',Okame Cherry,834 Degraw ave,,Fall,2019,Resident,Plant Detectives,,Newark,,,
3320,prunus subhirtella 'okame',Okame Cherry,834 Degraw ave,,Fall,2019,Resident,Plant Detectives,,Newark,,,
3321,prunus subhirtella 'okame',Okame Cherry,838 Lake st,,Fall,2019,Resident,Plant Detectives,,Newark,,,
3322,prunus subhirtella 'okame',Okame Cherry,840 Degraw ave,,Fall,2019,Resident,Plant Detectives,,Newark,,,
3323,prunus subhirtella 'okame',Okame Cherry,223 Elwood,,Fall,2019,Resident,Plant Detectives,,Newark,,,
3324,betula nigra 'heritage',River Birch,Fisherman's Park,,Fall,2020, Atlantic City DPW,Plant Detectives,,Atlantic City,,,
3325,betula nigra 'heritage',River Birch,Fisherman's Park,,Fall,2020, Atlantic City DPW,Plant Detectives,,Atlantic City,,,
3326,nyssa sylvatica 'wildfire',Blackgum,Fisherman's Park,,Fall,2020,Atlantic City DPW,Plant Detectives,,Atlantic City,,,
3327,amelanchier canadensis 'autumn brilliance',Serviceberry,Fisherman's Park,,Fall,2020, Atlantic City DPW,Plant Detectives,,Atlantic City,,,
3328,amelanchier canadensis 'autumn brilliance',Serviceberry,Fisherman's Park,,Fall,2020, Atlantic City DPW,Plant Detectives,,Atlantic City,,,
3329,quercus phellos,Willow Oak,Fisherman's Park,,Fall,2020,Atlantic City DPW,Plant Detectives,,Atlantic City,,,
3330,quercus phellos,Willow Oak,Fisherman's Park,,Fall,2020, Atlantic City DPW,Plant Detectives,,Atlantic City,,,
3331,ulmus americana 'princeton',American Elm,Fisherman's Park,,Fall,2020, Atlantic City DPW,Plant Detectives,,Atlantic City,,,
3332,ulmus americana 'princeton',American Elm,Fisherman's Park,,Fall,2020,Atlantic City DPW,Plant Detectives,,Atlantic City,,,
3333,cladstratis lutea,American Yellowwood,Fisherman's Park,,Fall,2020, Atlantic City DPW,Plant Detectives,,Atlantic City,,,
3334,cladstratis lutea,American Yellowwood,Fisherman's Park,,Fall,2020, Atlantic City DPW,Plant Detectives,,Atlantic City,,,
3335,quercus alba,White Oak,Fisherman's Park,,Fall,2020,Atlantic City DPW,Plant Detectives,,Atlantic City,,,
3336,quercus alba,White Oak,Fisherman's Park,,Fall,2020, Atlantic City DPW,Plant Detectives,,Atlantic City,,,
3337,lagerstroemia natchez,Crape Myrtle,Fisherman's Park,,Fall,2020, Atlantic City DPW,Plant Detectives,,Atlantic City,,,
3338,lagerstroemia natchez,Crape Myrtle,Fisherman's Park,,Fall,2020,Atlantic City DPW,Plant Detectives,,Atlantic City,,,
3339,quercus rubra,Red Oak,Pomona Ave Median,,Fall,2020,Resident,Plant Detectives,,Newark,,,
3340,quercus rubra,Red Oak,Pomona Ave Median,,Fall,2020,Resident,Plant Detectives,,Newark,,,
3341,quercus rubra,Red Oak,Pomona Ave Median,,Fall,2020,Resident,Plant Detectives,,Newark,,,
3342,quercus rubra,Red Oak,Pomona Ave Median,,Fall,2020,Resident,Plant Detectives,,Newark,,,
3343,quercus rubra,Red Oak,Pomona Ave Median,,Fall,2020,Resident,Plant Detectives,,Newark,,,
3344,acer rubrum 'october glory',Red Maple 'October Glory',Pomona Ave Median,,Fall,2020,Resident,Plant Detectives,,Newark,,,
3345,acer rubrum 'october glory',Red Maple 'October Glory',Pomona Ave Median,,Fall,2020,Resident,Plant Detectives,,Newark,,,
3346,acer rubrum 'october glory',Red Maple 'October Glory',Pomona Ave Median,,Fall,2020,Resident,Plant Detectives,,Newark,,,
3347,acer rubrum 'october glory',Red Maple 'October Glory',Pomona Ave Median,,Fall,2020,Resident,Plant Detectives,,Newark,,,
3348,lagerstroemia natchez,Crape Myrtle,5 Pomona Ave,,Fall,2020,Resident,Plant Detectives,,Newark,,,
3349,lagerstroemia natchez,Crape Myrtle,5 Pomona Ave,,Fall,2020,Resident,Plant Detectives,,Newark,,,
3350,lagerstroemia natchez,Crape Myrtle,5 Pomona Ave,,Fall,2020,Resident,Plant Detectives,,Newark,,,
3351,lagerstroemia natchez,Crape Myrtle,5 Pomona Ave,,Fall,2020,Resident,Plant Detectives,,Newark,,,
3352,lagerstroemia natchez,Crape Myrtle,5 Pomona Ave,,Fall,2020,Resident,Plant Detectives,,Newark,,,
3353,lagerstroemia natchez,Crape Myrtle,5 Pomona Ave,,Fall,2020,Resident,Plant Detectives,,Newark,,,
3354,lagerstroemia natchez,Crape Myrtle,5 Pomona Ave,,Fall,2020,Resident,Plant Detectives,,Newark,,,
3355,syringa reticulata 'ivory silk',Japanese Tree Lilac,234 E Kinney St,,Fall,2020,Resident,Plant Detectives,,Newark,,,
3356,syringa reticulata 'ivory silk',Japanese Tree Lilac,64 Pacific,,Fall,2020,Resident,Plant Detectives,,Newark,,,
3357,syringa reticulata 'ivory silk',Japanese Tree Lilac,249 Adams St,,Fall,2020,Resident,Plant Detectives,,Newark,,,
3358,prunus subhirtella 'okame',Okame Cherry,6 Warwick St,,Fall,2020,Resident,Plant Detectives,,Newark,,,
3359,prunus subhirtella 'okame',Okame Cherry,64 Pacific St,,Fall,2020,Resident,Plant Detectives,,Newark,,,
3360,prunus subhirtella 'okame',Okame Cherry,313 Elm St,,Fall,2020,Resident,Plant Detectives,,Newark,,,
3361,prunus subhirtella 'okame',Okame Cherry,317 Elm St,,Fall,2020,Resident,Plant Detectives,,Newark,,,
3362,prunus subhirtella 'okame',Okame Cherry,259 Adams St,,Fall,2020,Resident,Plant Detectives,,Newark,,,
3363,carpinus betulus 'fastigiata',European Hornbeam,Washington Park,Washington place side,Spring,2021,Newark Downtown District,Plant Detectives,,Newark,,,
3364,carpinus betulus 'fastigiata',European Hornbeam,Washington Park,Washington place side,Spring,2021,Newark Downtown District,Plant Detectives,,Newark,,,
3365,carpinus betulus 'fastigiata',European Hornbeam,Washington Park,Washington place side,Spring,2021,Newark Downtown District,Plant Detectives,,Newark,,,
3366,carpinus betulus 'fastigiata',European Hornbeam,Washington Park,Washington place side,Spring,2021,Newark Downtown District,Plant Detectives,,Newark,,,
3367,acer buergerianum,Trident Maple,Washington Park,Washington place side,Spring,2021,Newark Downtown District,Plant Detectives,,Newark,,,
3368,acer buergerianum,Trident Maple,Washington Park,Washington place side,Spring,2021,Newark Downtown District,Plant Detectives,,Newark,,,
3369,acer buergerianum,Trident Maple,Washington Park,Washington place side,Spring,2021,Newark Downtown District,Plant Detectives,,Newark,,,
3370,acer buergerianum,Trident Maple,Washington Park,Washington place side,Spring,2021,Newark Downtown District,Plant Detectives,,Newark,,,
3371,acer buergerianum,Trident Maple,56 University Ave,,Spring,2021,Newark Downtown District,Plant Detectives,,Newark,,,
3372,nyssa sylvatica,Blackgum,56 University Ave,,Spring,2021,Newark Downtown District,Plant Detectives,,Newark,,,
3373,nyssa sylvatica,Blackgum,56 University Ave,,Spring,2021,Newark Downtown District,Plant Detectives,,Newark,,,
3374,nyssa sylvatica,Blackgum,56 University Ave,,Spring,2021,Newark Downtown District,Plant Detectives,,Newark,,,
3375,nyssa sylvatica,Blackgum,56 University Ave,,Spring,2021,Newark Downtown District,Plant Detectives,,Newark,,,
3376,nyssa sylvatica,Blackgum,56 University Ave,,Spring,2021,Newark Downtown District,Plant Detectives,,Newark,,,
3377,nyssa sylvatica,Blackgum,56 University Ave,,Spring,2021,Newark Downtown District,Plant Detectives,,Newark,,,
3378,nyssa sylvatica,Blackgum,56 University Ave,,Spring,2021,Newark Downtown District,Plant Detectives,,Newark,,,
3379,tilia cordata 'greenspire',Littleleaf Linden,146 University Ave,,Spring,2021,Newark Downtown District,Plant Detectives,,Newark,,,
3380,tilia cordata 'greenspire',Littleleaf Linden,146 University Ave,Central Ave side,Spring,2021,Newark Downtown District,Plant Detectives,,Newark,,,
3381,tilia cordata 'greenspire',Littleleaf Linden,63 Central Ave,,Spring,2021,Newark Downtown District,Plant Detectives,,Newark,,,
3382,acer buergerianum,Trident Maple,63 Central Ave,,Spring,2021,Newark Downtown District,Plant Detectives,,Newark,,,
3383,acer buergerianum,Trident Maple,40 Central Ave,,Spring,2021,Newark Downtown District,Plant Detectives,,Newark,,,
3384,prunus okame,Okame Cherry,801 Mercer St,,Spring,2021,Resident,Plant Detectives,,Gloucester City,,,
3385,prunus okame,Okame Cherry,805 Mercer St,,Spring,2021,Resident,Plant Detectives,,Gloucester City,,,
3386,prunus autumnalis,Autumn Flowering Cherry,805 Mercer St,,Spring,2021,Resident,Plant Detectives,,Gloucester City,,,
3387,prunus okame,Okame Cherry,817 Mercer St,,Spring,2021,Resident,Plant Detectives,,Gloucester City,,,
3388,prunus okame,Okame Cherry,829 Mercer St,,Spring,2021,Resident,Plant Detectives,,Gloucester City,,,
3389,prunus okame,Okame Cherry,833 Mercer St,,Spring,2021,Resident,Plant Detectives,,Gloucester City,,,
3390,prunus okame,Okame Cherry,833 Mercer St,,Spring,2021,Resident,Plant Detectives,,Gloucester City,,,
3391,prunus okame,Okame Cherry,501 N Brown St,,Spring,2021,Resident,Plant Detectives,,Gloucester City,,,
3392,prunus okame,Okame Cherry,501 N Brown St,,Spring,2021,Resident,Plant Detectives,,Gloucester City,,,
3393,prunus okame,Okame Cherry,419 N Brown St,,Spring,2021,Resident,Plant Detectives,,Gloucester City,,,
3394,prunus okame,Okame Cherry,419 N Brown St,,Spring,2021,Resident,Plant Detectives,,Gloucester City,,,
3395,prunus okame,Okame Cherry,828 Mercer St,,Spring,2021,Resident,Plant Detectives,,Gloucester City,,,
3396,prunus okame,Okame Cherry,824 Mercer St,,Spring,2021,Resident,Plant Detectives,,Gloucester City,,,
3397,prunus okame,Okame Cherry,812 Mercer St,,Spring,2021,Resident,Plant Detectives,,Gloucester City,,,
3398,prunus okame,Okame Cherry,808 Mercer St,,Spring,2021,Resident,Plant Detectives,,Gloucester City,,,
3399,prunus okame,Okame Cherry,804 Mercer St,,Spring,2021,Resident,Plant Detectives,,Gloucester City,,,
3400,prunus okame,Okame Cherry,804 Mercer St,,Spring,2021,Resident,Plant Detectives,,Gloucester City,,,
3401,prunus okame,Okame Cherry,917 Mercer St,,Spring,2021,Resident,Plant Detectives,,Gloucester City,,,
3402,prunus okame,Okame Cherry,500 N Brown St,,Spring,2021,Resident,Plant Detectives,,Gloucester City,,,
3403,prunus okame,Okame Cherry,420 N Brown St,,Spring,2021,Resident,Plant Detectives,,Gloucester City,,,
3404,prunus okame,Okame Cherry,420 N Brown St,,Spring,2021,Resident,Plant Detectives,,Gloucester City,,,
3405,prunus okame,Okame Cherry,938 Mercer St,,Spring,2021,Resident,Plant Detectives,,Gloucester City,,,
3406,prunus okame,Okame Cherry,938 Mercer St,,Spring,2021,Resident,Plant Detectives,,Gloucester City,,,
3407,prunus okame,Okame Cherry,938 Mercer St,,Spring,2021,Resident,Plant Detectives,,Gloucester City,,,
3408,prunus okame,Okame Cherry,501 N Johnson St,,Spring,2021,Resident,Plant Detectives,,Gloucester City,,,
3409,prunus okame,Okame Cherry,501 N Johnson St,,Spring,2021,Resident,Plant Detectives,,Gloucester City,,,
3410,prunus okame,Okame Cherry,419 N Brown St,,Spring,2021,Resident,Plant Detectives,,Gloucester City,,,
3411,syringa reticulata 'ivory silk',Japanese Tree Lilac,801 Mercer St,,Spring,2021,Resident,Plant Detectives,,Gloucester City,,,
3412,syringa reticulata 'ivory silk',Japanese Tree Lilac,501 N Johnson St,,Spring,2021,Resident,Plant Detectives,,Gloucester City,,,
3413,syringa reticulata 'ivory silk',Japanese Tree Lilac,501 N Johnson St,,Spring,2021,Resident,Plant Detectives,,Gloucester City,,,
3414,syringa reticulata 'ivory silk',Japanese Tree Lilac,501 N Johnson St,,Spring,2021,Resident,Plant Detectives,,Gloucester City,,,
3415,syringa reticulata 'ivory silk',Japanese Tree Lilac,501 N Johnson St,,Spring,2021,Resident,Plant Detectives,,Gloucester City,,,
3416,syringa reticulata 'ivory silk',Japanese Tree Lilac,501 N Brown St,,Spring,2021,Resident,Plant Detectives,,Gloucester City,,,
3417,syringa reticulata 'ivory silk',Japanese Tree Lilac,501 N Brown St,,Spring,2021,Resident,Plant Detectives,,Gloucester City,,,
3418,syringa reticulata 'ivory silk',Japanese Tree Lilac,938 Mercer St,,Spring,2021,Resident,Plant Detectives,,Gloucester City,,,
3419,syringa reticulata 'ivory silk',Japanese Tree Lilac,938 Mercer St,,Spring,2021,Resident,Plant Detectives,,Gloucester City,,,
3420,syringa reticulata 'ivory silk',Japanese Tree Lilac,938 Mercer St,,Spring,2021,Resident,Plant Detectives,,Gloucester City,,,
3421,syringa reticulata 'ivory silk',Japanese Tree Lilac,938 Mercer St,,Spring,2021,Resident,Plant Detectives,,Gloucester City,,,
3422,syringa reticulata 'ivory silk',Japanese Tree Lilac,419 N Brown St,,Spring,2021,Resident,Plant Detectives,,Gloucester City,,,
3423,carpinus betulus 'fastigiata',European Hornbeam,420 N Brown St,,Spring,2021,Resident,Plant Detectives,,Gloucester City,,,
3424,carpinus betulus 'fastigiata',European Hornbeam,420 N Brown St,,Spring,2021,Resident,Plant Detectives,,Gloucester City,,,
3425,liquidambar styraciflua,Sweetgum,190 Muhammad Ali Ave,,Spring,2021,Newark Public Schools,Plant Detectives,,Newark,,,
3426,liquidambar styraciflua,Sweetgum,190 Muhammad Ali Ave,Jelliff Side,Spring,2021,Newark Public Schools,Plant Detectives,,Newark,,,
3427,liquidambar styraciflua,Sweetgum,190 Muhammad Ali Ave,,Spring,2021,Newark Public Schools,Plant Detectives,,Newark,,,
3428,liquidambar styraciflua,Sweetgum,190 Muhammad Ali Ave,,Spring,2021,Newark Public Schools,Plant Detectives,,Newark,,,
3429,liquidambar styraciflua,Sweetgum,190 Muhammad Ali Ave,,Spring,2021,Newark Public Schools,Plant Detectives,,Newark,,,
3430,malus transitoria 'royal raindrops',Crabapple,190 Muhammad Ali Ave,In courtyard,Spring,2021,Newark Public Schools,Plant Detectives,,Newark,,,
3431,malus transitoria 'royal raindrops',Crabapple,190 Muhammad Ali Ave,Jelliff Side,Spring,2021,Newark Public Schools,Plant Detectives,,Newark,,,
3432,malus transitoria 'royal raindrops',Crabapple,190 Muhammad Ali Ave,Jelliff Side,Spring,2021,Newark Public Schools,Plant Detectives,,Newark,,,
3433,malus transitoria 'royal raindrops',Crabapple,190 Muhammad Ali Ave,,Spring,2021,Newark Public Schools,Plant Detectives,,Newark,,,
3434,malus transitoria 'royal raindrops',Crabapple,190 Muhammad Ali Ave,,Spring,2021,Newark Public Schools,Plant Detectives,,Newark,,,
3435,malus transitoria 'royal raindrops',Crabapple,190 Muhammad Ali Ave,,Spring,2021,Newark Public Schools,Plant Detectives,,Newark,,,
3436,malus transitoria 'royal raindrops',Crabapple,190 Muhammad Ali Ave,,Spring,2021,Newark Public Schools,Plant Detectives,,Newark,,,
3437,carpinus caroliniana,American Hornbeam,190 Muhammad Ali Ave,Jelliff Side,Spring,2021,Newark Public Schools,Plant Detectives,,Newark,,,
3438,carpinus caroliniana,American Hornbeam,190 Muhammad Ali Ave,Jelliff Side,Spring,2021,Newark Public Schools,Plant Detectives,,Newark,,,
3439,carpinus caroliniana,American Hornbeam,190 Muhammad Ali Ave,Jelliff Side,Spring,2021,Newark Public Schools,Plant Detectives,,Newark,,,
3440,carpinus caroliniana,American Hornbeam,190 Muhammad Ali Ave,,Spring,2021,Newark Public Schools,Plant Detectives,,Newark,,,
3441,carpinus caroliniana,American Hornbeam,190 Muhammad Ali Ave,,Spring,2021,Newark Public Schools,Plant Detectives,,Newark,,,
3442,carpinus caroliniana,American Hornbeam,190 Muhammad Ali Ave,,Spring,2021,Newark Public Schools,Plant Detectives,,Newark,,,
3443,tilia cordata 'greenspire',Littleleaf Linden,Nat Turner Park,,Spring,2021,Newark Parks Department,Plant Detectives,,Newark,,,
3444,tilia cordata 'greenspire',Littleleaf Linden,Nat Turner Park,,Spring,2021,Newark Parks Department,Plant Detectives,,Newark,,,
3445,tilia cordata 'greenspire',Littleleaf Linden,Nat Turner Park,,Spring,2021,Newark Parks Department,Plant Detectives,,Newark,,,
3446,ulmus americana 'princeton',American Elm,Nat Turner Park,,Spring,2021,Newark Parks Department,Plant Detectives,,Newark,,,
3447,ulmus americana 'princeton',American Elm,Nat Turner Park,,Spring,2021,Newark Parks Department,Plant Detectives,,Newark,,,
3448,ulmus americana 'princeton',American Elm,Nat Turner Park,,Spring,2021,Newark Parks Department,Plant Detectives,,Newark,,,
3449,ulmus americana 'princeton',American Elm,Nat Turner Park,,Spring,2021,Newark Parks Department,Plant Detectives,,Newark,,,
3450,crataegus viridis 'winter king',Winter King Hawthorn,23 Mead St,,Spring,2021,Resident,Plant Detectives,,Newark,,,
3451,crataegus viridis 'winter king',Winter King Hawthorn,41 Lenox St,,Spring,2021,Resident,Plant Detectives,,Newark,,,
3452,crataegus viridis 'winter king',Winter King Hawthorn,107 Mead St,,Spring,2021,Resident,Plant Detectives,,Newark,,,
3453,crataegus viridis 'winter king',Winter King Hawthorn,81 Mead St,,Spring,2021,Resident,Plant Detectives,,Newark,,,
3454,crataegus viridis 'winter king',Winter King Hawthorn,98 Mead St,,Spring,2021,Resident,Plant Detectives,,Newark,,,
3455,acer buergerianum,Trident Maple,38 Lenox St,,Spring,2021,Resident,Plant Detectives,,Newark,,,
3456,acer buergerianum,Trident Maple,41 Lenox St,,Spring,2021,Resident,Plant Detectives,,Newark,,,
3457,acer buergerianum,Trident Maple,21 Mead St,,Spring,2021,Resident,Plant Detectives,,Newark,,,
3458,acer buergerianum,Trident Maple,81 Mead St,,Spring,2021,Resident,Plant Detectives,,Newark,,,
3459,cercis canadensis,Eastern Redbud,239 Adams St,,Spring,2021,Resident,Plant Detectives,,Newark,,,
3460,cercis canadensis,Eastern Redbud,239 Adams St,,Spring,2021,Resident,Plant Detectives,,Newark,,,
3461,cercis canadensis,Eastern Redbud,239 Adams St,,Spring,2021,Resident,Plant Detectives,,Newark,,,
3462,syringa reticulata 'ivory silk',Japanese Tree Lilac,81 Mead St,,Spring,2021,Resident,Plant Detectives,,Newark,,,
3463,syringa reticulata 'ivory silk',Japanese Tree Lilac,81 Mead St,,Spring,2021,Resident,Plant Detectives,,Newark,,,
3464,syringa reticulata 'ivory silk',Japanese Tree Lilac,58 Mead St,,Spring,2021,Resident,Plant Detectives,,Newark,,,
3465,syringa reticulata 'ivory silk',Japanese Tree Lilac,Norwood St,Replacement Tree,Spring,2021,Resident,Plant Detectives,,Newark,,,
3466,syringa reticulata 'ivory silk',Japanese Tree Lilac,Norwood St,Replacement Tree,Spring,2021,Resident,Plant Detectives,,Newark,,,
3467,syringa reticulata 'ivory silk',Japanese Tree Lilac,Norwood St,Replacement Tree,Spring,2021,Resident,Plant Detectives,,Newark,,,
3468,syringa reticulata 'ivory silk',Japanese Tree Lilac,Norwood St,Replacement Tree,Spring,2021,Resident,Plant Detectives,,Newark,,,
3469,cercis canadensis,Eastern Redbud,98 Mead St,,Spring,2021,Resident,Plant Detectives,,Newark,,,
3470,syringa reticulata 'ivory silk',Japanese Tree Lilac,33 Mead St,Replacement Tree,Spring,2021,Resident,Plant Detectives,,Newark,,,
3471,syringa reticulata 'ivory silk',Japanese Tree Lilac,20 Mead St,Replacement Tree,Spring,2021,Resident,Plant Detectives,,Newark,,,
3472,syringa reticulata 'ivory silk',Japanese Tree Lilac,58 Mead St,Replacement Tree,Spring,2021,Resident,Plant Detectives,,Newark,,,
3473,cotinus coggygria 'royal purple',American Smoketree,77 Dr Martin Luther King Blvd,,Spring,2021,La Casa de Don Pedro,Plant Detectives,,Newark,,,
3474,cotinus coggygria 'royal purple',American Smoketree,77 Dr Martin Luther King Blvd,,Spring,2021,La Casa de Don Pedro,Plant Detectives,,Newark,,,
3475,cotinus coggygria 'royal purple',American Smoketree,77 Dr Martin Luther King Blvd,,Spring,2021,La Casa de Don Pedro,Plant Detectives,,Newark,,,
3476,acer rubrum 'october glory',Red Maple 'October Glory',77 Dr Martin Luther King Blvd,,Spring,2021,La Casa de Don Pedro,Plant Detectives,,Newark,,,
3477,acer rubrum 'october glory',Red Maple 'October Glory',77 Dr Martin Luther King Blvd,,Spring,2021,La Casa de Don Pedro,Plant Detectives,,Newark,,,
3478,styrax japonica,Japanese Snowbell,77 Dr Martin Luther King Blvd,,Spring,2021,La Casa de Don Pedro,Plant Detectives,,Newark,,,
3479,styrax japonica,Japanese Snowbell,77 Dr Martin Luther King Blvd,,Spring,2021,La Casa de Don Pedro,Plant Detectives,,Newark,,,
3480,styrax japonica,Japanese Snowbell,77 Dr Martin Luther King Blvd,,Spring,2021,La Casa de Don Pedro,Plant Detectives,,Newark,,,
3481,styrax japonica,Japanese Snowbell,77 Dr Martin Luther King Blvd,,Spring,2021,La Casa de Don Pedro,Plant Detectives,,Newark,,,
3482,styrax japonica,Japanese Snowbell,74 Dr Martin Luther King Blvd,,Spring,2021,Resident,Plant Detectives,,Newark,,,
3483,cercis canadensis,Eastern Redbud,180-182 Fairmount Ave,,Fall,2021,Resident,Plant Detectives,,Newark,,,
3484,cercis canadensis,Eastern Redbud,197 Fairmount Ave,,Fall,2021,Resident,Plant Detectives,,Newark,,,
3485,cercis canadensis,Eastern Redbud,180-182 Fairmount Ave,,Fall,2021,Resident,Plant Detectives,,Newark,,,
3486,cercis canadensis,Eastern Redbud,200 Fairmount Ave,,Fall,2021,Resident,Plant Detectives,,Newark,,,
3487,cercis canadensis,Eastern Redbud,203-205 Fairmount Ave,,Fall,2021,Resident,Plant Detectives,,Newark,,,
3488,cercis canadensis,Eastern Redbud,213 Fairmount Ave,,Fall,2021,Resident,Plant Detectives,,Newark,,,
3489,cercis canadensis,Eastern Redbud,214 Fairmount Ave,,Fall,2021,Resident,Plant Detectives,,Newark,,,
3490,cercis canadensis,Eastern Redbud,218 Fairmount Ave,,Fall,2021,Resident,Plant Detectives,,Newark,,,
3491,cercis canadensis,Eastern Redbud,194 Fairmount Ave,,Fall,2021,Resident,Plant Detectives,,Newark,,,
3492,malus x hup 'cardinal',Crabapple,188 Fairmount Ave,,Fall,2021,Resident,Plant Detectives,,Newark,,,
3493,malus x hup 'cardinal',Crabapple,189 Fairmount Ave,,Fall,2021,Resident,Plant Detectives,,Newark,,,
3494,malus x hup 'cardinal',Crabapple,190 Fairmount Ave,,Fall,2021,Resident,Plant Detectives,,Newark,,,
3495,malus sutyzam 'sugar tyme',Crabapple 'sugar tyme',191 Fairmount Ave,,Fall,2021,Resident,Plant Detectives,,Newark,,,
3496,malus sutyzam 'sugar tyme',Crabapple 'sugar tyme',199 Fairmount Ave,,Fall,2021,Resident,Plant Detectives,,Newark,,,
3497,malus sutyzam 'sugar tyme',Crabapple 'sugar tyme',203-205 Fairmount Ave,,Fall,2021,Resident,Plant Detectives,,Newark,,,
3498,malus sutyzam 'sugar tyme',Crabapple 'sugar tyme',212 Fairmount Ave,,Fall,2021,Resident,Plant Detectives,,Newark,,,
3499,malus sutyzam 'sugar tyme',Crabapple 'sugar tyme',223-225 Fairmount Ave,,Fall,2021,Resident,Plant Detectives,,Newark,,,
3500,malus sutyzam 'sugar tyme',Crabapple 'sugar tyme',226 Fairmount Ave,,Fall,2021,Resident,Plant Detectives,,Newark,,,
3501,acer campestre,Hedge Maple,Newark Downtown (replacement),,Fall,2021,Newark Downtown District,Plant Detectives,,Newark,,,
3502,acer campestre,Hedge Maple,Newark Downtown (replacement),,Fall,2021,Newark Downtown District,Plant Detectives,,Newark,,,
